OrderID,DateTime,Shift,DayType,DayOfWeek,PartySize,Category,MenuItem,ItemPrice,ItemQty,Factor
233,2019-01-03 12:10:00,Lunch,Weekday,Thursday,2,Breads,garlic naan,3.5,1,0.8448844884488449
234,2019-01-03 12:10:00,Lunch,Weekday,Thursday,2,Desserts,rasmalai,6.0,1,0.8448844884488449
235,2019-01-03 12:10:00,Lunch,Weekday,Thursday,1,Vegetable specials,malai kofta curry,16.0,2,0.8448844884488449
236,2019-01-03 12:10:00,Lunch,Weekday,Thursday,1,Chicken specials,chicken saag,18.0,2,0.8448844884488449
237,2019-01-03 12:10:00,Lunch,Weekday,Thursday,1,Rice specials,rice,5.0,2,0.8448844884488449
238,2019-01-03 12:10:00,Lunch,Weekday,Thursday,1,Breads,garlic naan,3.5,2,0.8448844884488449
239,2019-01-03 12:10:00,Lunch,Weekday,Thursday,1,Breads,tandoori roti,2.75,1,0.8448844884488449
240,2019-01-03 12:20:00,Lunch,Weekday,Thursday,3,Starter,vegetable pakora,11.0,1,0.8448844884488449
241,2019-01-03 12:20:00,Lunch,Weekday,Thursday,3,Starter,hara bhara kebabs,16.0,1,0.8448844884488449
242,2019-01-03 12:20:00,Lunch,Weekday,Thursday,3,Vegetable specials,shahi paneer korma,16.0,1,0.8448844884488449
243,2019-01-03 12:20:00,Lunch,Weekday,Thursday,3,Vegetable specials,yellow dal fry,15.0,1,0.8448844884488449
244,2019-01-03 12:20:00,Lunch,Weekday,Thursday,3,Rice specials,rice,5.0,1,0.8448844884488449
245,2019-01-03 12:20:00,Lunch,Weekday,Thursday,3,Breads,onion kulcha,5.0,1,0.8448844884488449
246,2019-01-03 12:20:00,Lunch,Weekday,Thursday,3,Breads,garlic naan,3.5,1,0.8448844884488449
247,2019-01-03 12:30:00,Lunch,Weekday,Thursday,4,Vegetable specials,fish korma,16.0,1,0.8448844884488449
248,2019-01-03 12:30:00,Lunch,Weekday,Thursday,4,Vegetable specials,kadhai paneer,16.0,1,0.8448844884488449
249,2019-01-03 12:30:00,Lunch,Weekday,Thursday,4,Chicken specials,coconut chicken curry,18.0,1,0.8448844884488449
250,2019-01-03 12:30:00,Lunch,Weekday,Thursday,4,Chicken specials,butter chicken,18.0,1,0.8448844884488449
251,2019-01-03 12:30:00,Lunch,Weekday,Thursday,4,Breads,paratha,5.0,2,0.8448844884488449
252,2019-01-03 12:30:00,Lunch,Weekday,Thursday,4,Breads,naan,2.75,2,0.8448844884488449
253,2019-01-03 12:30:00,Lunch,Weekday,Thursday,4,Breads,tandoori roti,2.75,1,0.8448844884488449
254,2019-01-03 12:30:00,Lunch,Weekday,Thursday,4,Desserts,rasmalai,6.0,2,0.8448844884488449
255,2019-01-03 12:30:00,Lunch,Weekday,Thursday,4,Desserts,gulab jamun,6.0,1,0.8448844884488449
256,2019-01-03 12:30:00,Lunch,Weekday,Thursday,4,Desserts,carrot halwa,7.0,1,0.8448844884488449
257,2019-01-03 12:30:00,Lunch,Weekday,Thursday,1,Vegetable specials,kadhai paneer,16.0,2,0.8448844884488449
258,2019-01-03 12:30:00,Lunch,Weekday,Thursday,1,Chicken specials,coconut chicken curry,18.0,1,0.8448844884488449
259,2019-01-03 12:30:00,Lunch,Weekday,Thursday,1,Chicken specials,butter chicken,18.0,2,0.8448844884488449
260,2019-01-03 12:30:00,Lunch,Weekday,Thursday,1,Breads,paratha,5.0,3,0.8448844884488449
261,2019-01-03 18:30:00,Dinner,Weekday,Thursday,3,Starter,indian fish pakoras,14.0,2,0.8448844884488449
262,2019-01-03 18:30:00,Dinner,Weekday,Thursday,3,Starter,shrimp,15.0,2,0.8448844884488449
263,2019-01-03 18:30:00,Dinner,Weekday,Thursday,3,Seafood specialties,bhindi do piazza,19.0,1,0.8448844884488449
264,2019-01-03 18:30:00,Dinner,Weekday,Thursday,3,Seafood specialties,fish curry,19.0,2,0.8448844884488449
265,2019-01-03 18:30:00,Dinner,Weekday,Thursday,3,Rice specials,rice,5.0,1,0.8448844884488449
266,2019-01-03 18:30:00,Dinner,Weekday,Thursday,3,Breads,garlic naan,3.5,2,0.8448844884488449
267,2019-01-03 18:30:00,Dinner,Weekday,Thursday,3,Breads,naan,2.75,1,0.8448844884488449
268,2019-01-03 18:30:00,Dinner,Weekday,Thursday,3,Desserts,malpua,8.0,1,0.8448844884488449
269,2019-01-03 18:30:00,Dinner,Weekday,Thursday,3,Desserts,kheer,7.0,2,0.8448844884488449
270,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Starter,gobi manchurian,14.0,2,0.8448844884488449
271,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Starter,flatbread,11.0,2,0.8448844884488449
272,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Starter,crispy chicken sliders,15.0,1,0.8448844884488449
273,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Starter,spicy chicken bites,14.0,1,0.8448844884488449
274,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Vegetable specials,sarson ka saag,15.0,1,0.8448844884488449
275,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Vegetable specials,curry vindaloo,16.0,1,0.8448844884488449
276,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Vegetable specials,baingan bartha,16.0,1,0.8448844884488449
277,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Chicken specials,chicken tikka masala,18.0,1,0.8448844884488449
278,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Chicken specials,butter chicken,18.0,1,0.8448844884488449
279,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Rice specials,chicken rice bowl,18.0,2,0.8448844884488449
280,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Breads,onion kulcha,5.0,1,0.8448844884488449
281,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Breads,spinach naan,6.0,1,0.8448844884488449
282,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Breads,garlic naan,3.5,3,0.8448844884488449
283,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Breads,tandoori roti,2.75,2,0.8448844884488449
284,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Desserts,rasmalai,6.0,1,0.8448844884488449
285,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Desserts,kheer,7.0,1,0.8448844884488449
286,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Desserts,gulab jamun,6.0,2,0.8448844884488449
287,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Desserts,malpua,8.0,1,0.8448844884488449
288,2019-01-03 19:00:00,Dinner,Weekday,Thursday,5,Desserts,carrot halwa,7.0,1,0.8448844884488449
289,2019-01-03 20:30:00,Dinner,Weekday,Thursday,2,Starter,vegetable pakora,11.0,1,0.8448844884488449
290,2019-01-03 20:30:00,Dinner,Weekday,Thursday,2,Chicken specials,butter chicken,18.0,1,0.8448844884488449
291,2019-01-03 20:30:00,Dinner,Weekday,Thursday,2,Seafood specialties,fish curry,19.0,1,0.8448844884488449
292,2019-01-03 20:30:00,Dinner,Weekday,Thursday,2,Rice specials,rice,5.0,1,0.8448844884488449
293,2019-01-03 20:30:00,Dinner,Weekday,Thursday,2,Breads,garlic naan,3.5,2,0.8448844884488449
294,2019-01-03 20:30:00,Dinner,Weekday,Thursday,2,Breads,naan,2.75,1,0.8448844884488449
295,2019-01-03 20:30:00,Dinner,Weekday,Thursday,1,Starter,vegetable pakora,11.0,2,0.8448844884488449
296,2019-01-03 20:30:00,Dinner,Weekday,Thursday,1,Chicken specials,butter chicken,18.0,3,0.8448844884488449
297,2019-01-03 20:30:00,Dinner,Weekday,Thursday,1,Seafood specialties,fish curry,19.0,2,0.8448844884488449
298,2019-01-03 20:30:00,Dinner,Weekday,Thursday,1,Rice specials,rice,5.0,1,0.8448844884488449
299,2019-01-03 20:30:00,Dinner,Weekday,Thursday,1,Breads,garlic naan,3.5,2,0.8448844884488449
300,2019-01-03 20:30:00,Dinner,Weekday,Thursday,1,Breads,naan,2.75,4,0.8448844884488449
301,2019-01-04 11:30:00,Lunch,Weekday,Friday,4,Starter,gobi manchurian,14.0,1,0.6864686468646864
302,2019-01-04 11:30:00,Lunch,Weekday,Friday,4,Starter,flatbread,11.0,1,0.6864686468646864
303,2019-01-04 11:30:00,Lunch,Weekday,Friday,4,Vegetable specials,sarson ka saag,15.0,1,0.6864686468646864
304,2019-01-04 11:30:00,Lunch,Weekday,Friday,4,Vegetable specials,curry vindaloo,16.0,1,0.6864686468646864
305,2019-01-04 11:30:00,Lunch,Weekday,Friday,4,Breads,garlic naan,3.5,2,0.6864686468646864
306,2019-01-04 11:30:00,Lunch,Weekday,Friday,4,Breads,naan,2.75,2,0.6864686468646864
307,2019-01-04 11:40:00,Lunch,Weekday,Friday,3,Starter,spicy chicken wings,14.0,1,0.6864686468646864
308,2019-01-04 11:40:00,Lunch,Weekday,Friday,3,Starter,chicken triangles,14.0,1,0.6864686468646864
309,2019-01-04 11:40:00,Lunch,Weekday,Friday,3,Chicken specials,chicken korma,18.0,1,0.6864686468646864
310,2019-01-04 11:40:00,Lunch,Weekday,Friday,3,Rice specials,chicken biryani,19.0,1,0.6864686468646864
311,2019-01-04 11:40:00,Lunch,Weekday,Friday,3,Breads,onion kulcha,5.0,2,0.6864686468646864
312,2019-01-04 11:50:00,Lunch,Weekday,Friday,2,Chicken specials,chicken tikka masala,18.0,1,0.6864686468646864
313,2019-01-04 11:50:00,Lunch,Weekday,Friday,2,Breads,garlic naan,3.5,2,0.6864686468646864
314,2019-01-04 11:50:00,Lunch,Weekday,Friday,2,Desserts,gulab jamun,6.0,1,0.6864686468646864
315,2019-01-04 11:50:00,Lunch,Weekday,Friday,2,Desserts,malpua,8.0,1,0.6864686468646864
316,2019-01-04 11:50:00,Lunch,Weekday,Friday,1,Starter,chicken triangles,14.0,2,0.6864686468646864
317,2019-01-04 11:50:00,Lunch,Weekday,Friday,1,Chicken specials,chicken korma,18.0,1,0.6864686468646864
318,2019-01-04 11:50:00,Lunch,Weekday,Friday,1,Rice specials,chicken biryani,19.0,2,0.6864686468646864
319,2019-01-04 11:50:00,Lunch,Weekday,Friday,1,Breads,onion kulcha,5.0,2,0.6864686468646864
320,2019-01-04 12:05:00,Lunch,Weekday,Friday,5,Starter,vegetable samosa,11.0,1,0.6864686468646864
321,2019-01-04 12:05:00,Lunch,Weekday,Friday,5,Starter,chaat papri,11.0,2,0.6864686468646864
322,2019-01-04 12:05:00,Lunch,Weekday,Friday,5,Vegetable specials,baingan bartha,16.0,1,0.6864686468646864
323,2019-01-04 12:05:00,Lunch,Weekday,Friday,5,Vegetable specials,malai kofta curry,16.0,2,0.6864686468646864
324,2019-01-04 12:05:00,Lunch,Weekday,Friday,5,Chicken specials,chicken saag,18.0,1,0.6864686468646864
325,2019-01-04 12:05:00,Lunch,Weekday,Friday,5,Rice specials,rice,5.0,1,0.6864686468646864
326,2019-01-04 12:05:00,Lunch,Weekday,Friday,5,Breads,garlic naan,3.5,2,0.6864686468646864
327,2019-01-04 12:05:00,Lunch,Weekday,Friday,5,Breads,tandoori roti,2.75,2,0.6864686468646864
328,2019-01-04 12:05:00,Lunch,Weekday,Friday,5,Desserts,gulab jamun,6.0,1,0.6864686468646864
329,2019-01-04 12:05:00,Lunch,Weekday,Friday,5,Desserts,carrot halwa,7.0,1,0.6864686468646864
330,2019-01-04 12:10:00,Lunch,Weekday,Friday,2,Vegetable specials,kadhai paneer,16.0,1,0.6864686468646864
331,2019-01-04 12:10:00,Lunch,Weekday,Friday,2,Lamb specialties,lamb karahi,19.0,1,0.6864686468646864
332,2019-01-04 12:10:00,Lunch,Weekday,Friday,2,Breads,aloo paratha,5.0,1,0.6864686468646864
333,2019-01-04 12:10:00,Lunch,Weekday,Friday,2,Breads,garlic naan,3.5,1,0.6864686468646864
334,2019-01-04 12:10:00,Lunch,Weekday,Friday,2,Desserts,rasmalai,6.0,1,0.6864686468646864
335,2019-01-04 12:10:00,Lunch,Weekday,Friday,1,Vegetable specials,malai kofta curry,16.0,2,0.6864686468646864
336,2019-01-04 12:10:00,Lunch,Weekday,Friday,1,Chicken specials,chicken saag,18.0,2,0.6864686468646864
337,2019-01-04 12:10:00,Lunch,Weekday,Friday,1,Rice specials,rice,5.0,2,0.6864686468646864
338,2019-01-04 12:10:00,Lunch,Weekday,Friday,1,Breads,garlic naan,3.5,2,0.6864686468646864
339,2019-01-04 12:10:00,Lunch,Weekday,Friday,1,Breads,tandoori roti,2.75,1,0.6864686468646864
340,2019-01-04 12:20:00,Lunch,Weekday,Friday,3,Starter,vegetable pakora,11.0,1,0.6864686468646864
341,2019-01-04 12:20:00,Lunch,Weekday,Friday,3,Starter,hara bhara kebabs,16.0,1,0.6864686468646864
342,2019-01-04 12:20:00,Lunch,Weekday,Friday,3,Vegetable specials,shahi paneer korma,16.0,1,0.6864686468646864
343,2019-01-04 12:20:00,Lunch,Weekday,Friday,3,Vegetable specials,yellow dal fry,15.0,1,0.6864686468646864
344,2019-01-04 12:20:00,Lunch,Weekday,Friday,3,Rice specials,rice,5.0,1,0.6864686468646864
345,2019-01-04 12:20:00,Lunch,Weekday,Friday,3,Breads,onion kulcha,5.0,1,0.6864686468646864
346,2019-01-04 12:20:00,Lunch,Weekday,Friday,3,Breads,garlic naan,3.5,1,0.6864686468646864
347,2019-01-04 12:30:00,Lunch,Weekday,Friday,4,Vegetable specials,fish korma,16.0,1,0.6864686468646864
348,2019-01-04 12:30:00,Lunch,Weekday,Friday,4,Vegetable specials,kadhai paneer,16.0,1,0.6864686468646864
349,2019-01-04 12:30:00,Lunch,Weekday,Friday,4,Chicken specials,coconut chicken curry,18.0,1,0.6864686468646864
350,2019-01-04 12:30:00,Lunch,Weekday,Friday,4,Chicken specials,butter chicken,18.0,1,0.6864686468646864
351,2019-01-04 12:30:00,Lunch,Weekday,Friday,4,Breads,paratha,5.0,2,0.6864686468646864
352,2019-01-04 12:30:00,Lunch,Weekday,Friday,4,Breads,naan,2.75,2,0.6864686468646864
353,2019-01-04 12:30:00,Lunch,Weekday,Friday,4,Breads,tandoori roti,2.75,1,0.6864686468646864
354,2019-01-04 12:30:00,Lunch,Weekday,Friday,4,Desserts,rasmalai,6.0,2,0.6864686468646864
355,2019-01-04 12:30:00,Lunch,Weekday,Friday,4,Desserts,gulab jamun,6.0,1,0.6864686468646864
356,2019-01-04 12:30:00,Lunch,Weekday,Friday,4,Desserts,carrot halwa,7.0,1,0.6864686468646864
357,2019-01-04 12:30:00,Lunch,Weekday,Friday,1,Vegetable specials,kadhai paneer,16.0,2,0.6864686468646864
358,2019-01-04 12:30:00,Lunch,Weekday,Friday,1,Chicken specials,coconut chicken curry,18.0,1,0.6864686468646864
359,2019-01-04 12:30:00,Lunch,Weekday,Friday,1,Chicken specials,butter chicken,18.0,2,0.6864686468646864
360,2019-01-04 12:30:00,Lunch,Weekday,Friday,1,Breads,paratha,5.0,3,0.6864686468646864
361,2019-01-04 18:30:00,Dinner,Weekday,Friday,3,Starter,indian fish pakoras,14.0,2,0.6864686468646864
362,2019-01-04 18:30:00,Dinner,Weekday,Friday,3,Starter,shrimp,15.0,2,0.6864686468646864
363,2019-01-04 18:30:00,Dinner,Weekday,Friday,3,Seafood specialties,bhindi do piazza,19.0,1,0.6864686468646864
364,2019-01-04 18:30:00,Dinner,Weekday,Friday,3,Seafood specialties,fish curry,19.0,2,0.6864686468646864
365,2019-01-04 18:30:00,Dinner,Weekday,Friday,3,Rice specials,rice,5.0,1,0.6864686468646864
366,2019-01-04 18:30:00,Dinner,Weekday,Friday,3,Breads,garlic naan,3.5,2,0.6864686468646864
367,2019-01-04 18:30:00,Dinner,Weekday,Friday,3,Breads,naan,2.75,1,0.6864686468646864
368,2019-01-04 18:30:00,Dinner,Weekday,Friday,3,Desserts,malpua,8.0,1,0.6864686468646864
369,2019-01-04 18:30:00,Dinner,Weekday,Friday,3,Desserts,kheer,7.0,2,0.6864686468646864
370,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Starter,gobi manchurian,14.0,2,0.6864686468646864
371,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Starter,flatbread,11.0,2,0.6864686468646864
372,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Starter,crispy chicken sliders,15.0,1,0.6864686468646864
373,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Starter,spicy chicken bites,14.0,1,0.6864686468646864
374,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Vegetable specials,sarson ka saag,15.0,1,0.6864686468646864
375,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Vegetable specials,curry vindaloo,16.0,1,0.6864686468646864
376,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Vegetable specials,baingan bartha,16.0,1,0.6864686468646864
377,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Chicken specials,chicken tikka masala,18.0,1,0.6864686468646864
378,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Chicken specials,butter chicken,18.0,1,0.6864686468646864
379,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Rice specials,chicken rice bowl,18.0,2,0.6864686468646864
380,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Breads,onion kulcha,5.0,1,0.6864686468646864
381,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Breads,spinach naan,6.0,1,0.6864686468646864
382,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Breads,garlic naan,3.5,3,0.6864686468646864
383,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Breads,tandoori roti,2.75,2,0.6864686468646864
384,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Desserts,rasmalai,6.0,1,0.6864686468646864
385,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Desserts,kheer,7.0,1,0.6864686468646864
386,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Desserts,gulab jamun,6.0,2,0.6864686468646864
387,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Desserts,malpua,8.0,1,0.6864686468646864
388,2019-01-04 19:00:00,Dinner,Weekday,Friday,5,Desserts,carrot halwa,7.0,1,0.6864686468646864
389,2019-01-04 20:30:00,Dinner,Weekday,Friday,2,Starter,vegetable pakora,11.0,1,0.6864686468646864
390,2019-01-04 20:30:00,Dinner,Weekday,Friday,2,Chicken specials,butter chicken,18.0,1,0.6864686468646864
391,2019-01-04 20:30:00,Dinner,Weekday,Friday,2,Seafood specialties,fish curry,19.0,1,0.6864686468646864
392,2019-01-04 20:30:00,Dinner,Weekday,Friday,2,Rice specials,rice,5.0,1,0.6864686468646864
393,2019-01-04 20:30:00,Dinner,Weekday,Friday,2,Breads,garlic naan,3.5,2,0.6864686468646864
394,2019-01-04 20:30:00,Dinner,Weekday,Friday,2,Breads,naan,2.75,1,0.6864686468646864
395,2019-01-04 20:30:00,Dinner,Weekday,Friday,1,Starter,vegetable pakora,11.0,2,0.6864686468646864
396,2019-01-04 20:30:00,Dinner,Weekday,Friday,1,Chicken specials,butter chicken,18.0,3,0.6864686468646864
397,2019-01-04 20:30:00,Dinner,Weekday,Friday,1,Seafood specialties,fish curry,19.0,2,0.6864686468646864
398,2019-01-04 20:30:00,Dinner,Weekday,Friday,1,Rice specials,rice,5.0,1,0.6864686468646864
399,2019-01-04 20:30:00,Dinner,Weekday,Friday,1,Breads,garlic naan,3.5,2,0.6864686468646864
400,2019-01-04 20:30:00,Dinner,Weekday,Friday,1,Breads,naan,2.75,4,0.6864686468646864
401,2019-01-05 11:30:00,Lunch,Weekend,Saturday,3,Breads,onion kulcha,5.0,1,1.4257425742574257
402,2019-01-05 11:30:00,Lunch,Weekend,Saturday,3,Rice specials,rice,5.0,1,1.4257425742574257
403,2019-01-05 11:30:00,Lunch,Weekend,Saturday,3,Starter,flatbread,11.0,2,1.4257425742574257
404,2019-01-05 11:30:00,Lunch,Weekend,Saturday,3,Chicken specials,chicken tikka masala,18.0,1,1.4257425742574257
405,2019-01-05 11:30:00,Lunch,Weekend,Saturday,3,Vegetable specials,shahi paneer korma,16.0,1,1.4257425742574257
406,2019-01-05 11:30:00,Lunch,Weekend,Saturday,3,Desserts,malpua,8.0,1,1.4257425742574257
407,2019-01-05 11:40:00,Lunch,Weekend,Saturday,4,Rice specials,rice,5.0,1,1.4257425742574257
408,2019-01-05 11:40:00,Lunch,Weekend,Saturday,4,Vegetable specials,fish korma,16.0,1,1.4257425742574257
409,2019-01-05 11:40:00,Lunch,Weekend,Saturday,4,Desserts,rasmalai,6.0,2,1.4257425742574257
410,2019-01-05 11:40:00,Lunch,Weekend,Saturday,4,Desserts,carrot halwa,7.0,1,1.4257425742574257
411,2019-01-05 11:40:00,Lunch,Weekend,Saturday,4,Starter,vegetable pakora,11.0,1,1.4257425742574257
412,2019-01-05 11:50:00,Lunch,Weekend,Saturday,3,Starter,shrimp,15.0,2,1.4257425742574257
413,2019-01-05 11:50:00,Lunch,Weekend,Saturday,3,Desserts,rasmalai,6.0,1,1.4257425742574257
414,2019-01-05 11:50:00,Lunch,Weekend,Saturday,3,Vegetable specials,baingan bartha,16.0,1,1.4257425742574257
415,2019-01-05 11:50:00,Lunch,Weekend,Saturday,3,Breads,naan,2.75,2,1.4257425742574257
416,2019-01-05 11:50:00,Lunch,Weekend,Saturday,1,Vegetable specials,malai kofta curry,16.0,2,1.4257425742574257
417,2019-01-05 11:50:00,Lunch,Weekend,Saturday,1,Chicken specials,butter chicken,18.0,3,1.4257425742574257
418,2019-01-05 11:50:00,Lunch,Weekend,Saturday,1,Chicken specials,chicken saag,18.0,2,1.4257425742574257
419,2019-01-05 11:50:00,Lunch,Weekend,Saturday,1,Rice specials,chicken biryani,19.0,2,1.4257425742574257
420,2019-01-05 12:05:00,Lunch,Weekend,Saturday,5,Breads,naan,2.75,1,1.4257425742574257
421,2019-01-05 12:05:00,Lunch,Weekend,Saturday,5,Starter,hara bhara kebabs,16.0,1,1.4257425742574257
422,2019-01-05 12:05:00,Lunch,Weekend,Saturday,5,Breads,paratha,5.0,2,1.4257425742574257
423,2019-01-05 12:05:00,Lunch,Weekend,Saturday,5,Breads,tandoori roti,2.75,1,1.4257425742574257
424,2019-01-05 12:05:00,Lunch,Weekend,Saturday,5,Desserts,carrot halwa,7.0,1,1.4257425742574257
425,2019-01-05 12:05:00,Lunch,Weekend,Saturday,5,Vegetable specials,malai kofta curry,16.0,2,1.4257425742574257
426,2019-01-05 12:05:00,Lunch,Weekend,Saturday,5,Desserts,gulab jamun,6.0,1,1.4257425742574257
427,2019-01-05 12:05:00,Lunch,Weekend,Saturday,5,Chicken specials,butter chicken,18.0,1,1.4257425742574257
428,2019-01-05 12:05:00,Lunch,Weekend,Saturday,5,Desserts,carrot halwa,7.0,1,1.4257425742574257
429,2019-01-05 12:05:00,Lunch,Weekend,Saturday,5,Seafood specialties,fish curry,19.0,2,1.4257425742574257
430,2019-01-05 12:10:00,Lunch,Weekend,Saturday,3,Starter,flatbread,11.0,1,1.4257425742574257
431,2019-01-05 12:10:00,Lunch,Weekend,Saturday,3,Vegetable specials,kadhai paneer,16.0,1,1.4257425742574257
432,2019-01-05 12:10:00,Lunch,Weekend,Saturday,3,Starter,chaat papri,11.0,2,1.4257425742574257
433,2019-01-05 12:10:00,Lunch,Weekend,Saturday,3,Breads,garlic naan,3.5,2,1.4257425742574257
434,2019-01-05 12:10:00,Lunch,Weekend,Saturday,3,Rice specials,chicken biryani,19.0,1,1.4257425742574257
435,2019-01-05 12:10:00,Lunch,Weekend,Saturday,1,Chicken specials,chicken korma,18.0,1,1.4257425742574257
436,2019-01-05 12:10:00,Lunch,Weekend,Saturday,1,Rice specials,rice,5.0,2,1.4257425742574257
437,2019-01-05 12:10:00,Lunch,Weekend,Saturday,1,Starter,vegetable pakora,11.0,2,1.4257425742574257
438,2019-01-05 12:10:00,Lunch,Weekend,Saturday,1,Starter,chicken triangles,14.0,2,1.4257425742574257
439,2019-01-05 12:10:00,Lunch,Weekend,Saturday,1,Chicken specials,butter chicken,18.0,2,1.4257425742574257
440,2019-01-05 12:20:00,Lunch,Weekend,Saturday,3,Vegetable specials,baingan bartha,16.0,1,1.4257425742574257
441,2019-01-05 12:20:00,Lunch,Weekend,Saturday,3,Breads,garlic naan,3.5,1,1.4257425742574257
442,2019-01-05 12:20:00,Lunch,Weekend,Saturday,3,Rice specials,chicken rice bowl,18.0,2,1.4257425742574257
443,2019-01-05 12:20:00,Lunch,Weekend,Saturday,3,Chicken specials,chicken saag,18.0,1,1.4257425742574257
444,2019-01-05 12:20:00,Lunch,Weekend,Saturday,3,Desserts,malpua,8.0,1,1.4257425742574257
445,2019-01-05 12:20:00,Lunch,Weekend,Saturday,3,Chicken specials,coconut chicken curry,18.0,1,1.4257425742574257
446,2019-01-05 12:20:00,Lunch,Weekend,Saturday,3,Starter,vegetable pakora,11.0,1,1.4257425742574257
447,2019-01-05 12:30:00,Lunch,Weekend,Saturday,5,Chicken specials,butter chicken,18.0,1,1.4257425742574257
448,2019-01-05 12:30:00,Lunch,Weekend,Saturday,5,Lamb specialties,lamb karahi,19.0,1,1.4257425742574257
449,2019-01-05 12:30:00,Lunch,Weekend,Saturday,5,Breads,aloo paratha,5.0,1,1.4257425742574257
450,2019-01-05 12:30:00,Lunch,Weekend,Saturday,5,Desserts,kheer,7.0,2,1.4257425742574257
451,2019-01-05 12:30:00,Lunch,Weekend,Saturday,5,Vegetable specials,yellow dal fry,15.0,1,1.4257425742574257
452,2019-01-05 12:30:00,Lunch,Weekend,Saturday,5,Breads,tandoori roti,2.75,2,1.4257425742574257
453,2019-01-05 12:30:00,Lunch,Weekend,Saturday,5,Desserts,kheer,7.0,1,1.4257425742574257
454,2019-01-05 12:30:00,Lunch,Weekend,Saturday,5,Breads,garlic naan,3.5,3,1.4257425742574257
455,2019-01-05 12:30:00,Lunch,Weekend,Saturday,5,Breads,tandoori roti,2.75,2,1.4257425742574257
